Year,BDANumber,ReferenceNumber,Downstream,Comments,BDAPresent,LineLength,geometry,SiteID,predicted,residuals,std_residuals
2022,31.0,,0.0,,1,2.9428338443845856,"LINESTRING (691327.9358318171 4727951.834600983, 691329.4856093017 4727949.332909399)",31,2.6691952419383336,0.27363860244625204,0.47102998729211426
2022,32.0,,0.0,,1,2.5404575174225026,"LINESTRING (691314.8340745851 4727937.547646638, 691316.6656195541 4727935.7871446)",32,2.7562854280853446,-0.21582791066284202,-0.37151709264693505
2022,33.0,,0.0,,1,1.8343157444599525,"LINESTRING (691312.7703380919 4727900.325941292, 691314.1884949045 4727899.162521546)",33,2.0301956386901097,-0.19587989423015717,-0.3371794157154209
2022,34.0,,0.0,,1,3.3336813210153187,"LINESTRING (691296.8563597135 4727887.816214316, 691296.6077695487 4727884.491814508)",34,2.7335056285745742,0.6001756924407444,1.0331172073535484
2022,35.0,,0.0,,1,3.31170594862168,"MULTILINESTRING ((691267.7935254931 4727888.974766645, 691268.2164895169 4727886.978736297), (691268.4502659088 4727885.875510616, 691268.7138170401 4727884.631773498))",35,3.2267558120805155,0.08495013654116468,0.1462295939890561
2022,36.0,,0.0,,1,3.5878663010690937,"LINESTRING (691268.5553946297 4727871.246078967, 691269.606813611 4727874.6764292)",36,3.042126293769252,0.5457400072998415,0.9394139072674671
2022,37.0,,0.0,,1,3.95015111239862,"LINESTRING (691277.3595115715 4727853.877420833, 691281.1745474769 4727852.853118705)",37,3.224996856679578,0.7251542557190422,1.2482500524510387
2022,38.0,,0.0,,1,4.049376960316277,"LINESTRING (691277.946224593 4727831.0150080025, 691281.7074274209 4727832.515276996)",38,3.464170103618243,0.5852068566980337,1.0073504827517017
2022,39.0,,0.0,,1,2.3211601876020533,"LINESTRING (691320.4809538482 4727828.269252933, 691319.9379446222 4727830.526004048)",39,2.840052300169763,-0.5188921125677095,-0.8931990698817948
2022,40.0,,0.0,,1,2.902105352310241,"LINESTRING (691316.5965012853 4727789.04705177, 691319.4137859195 4727789.743559319)",40,2.75798144313775,0.14412390917249107,0.24808883870594453
2022,999.0,,0.0,Old beaver Dam,1,3.9258322915264174,"LINESTRING (691332.3737963854 4727774.980555847, 691331.7689304245 4727778.859511422)",999,3.6642910656946635,0.261541225831754,0.4502060717259098
2022,41.0,,0.0,,1,4.428847681410198,"LINESTRING (691375.5702162151 4727730.876466314, 691374.6528142405 4727735.209255878)",41,3.1983083954212503,1.2305392859889475,2.11819859866325
2022,42.0,,0.0,,1,3.899376450062506,"LINESTRING (691382.584442992 4727713.773452488, 691385.9171038986 4727715.7979296995)",42,2.832590001453111,1.066786448609395,1.836321348083853
2022,43.0,,0.0,,1,3.165453920645959,"LINESTRING (691410.9435890898 4727717.554379034, 691412.8177839156 4727720.105357724)",43,2.8651760838974636,0.3002778367484953,0.5168856453852444
2022,44.0,,0.0,,1,3.484242281008201,"LINESTRING (691404.1516719798 4727691.609653465, 691406.100767075 4727694.497727665)",44,2.948239979393478,0.5360023016147233,0.9226518300454987
2022,45.0,,0.0,,1,4.768859929490461,"LINESTRING (691410.6336774786 4727678.706567037, 691415.3862446034 4727678.312700624)",45,3.4681984416220657,1.3006614878683949,2.238904009248216
2022,46.0,,0.0,,1,3.632435816884875,"LINESTRING (691414.0223555933 4727661.48799337, 691417.4227513658 4727660.210535522)",46,3.408247584116311,0.2241882327685638,0.38590819967646905
2022,29.0,,0.0,,1,3.131361975615435,"LINESTRING (691327.2156420881 4728004.147919121, 691329.1079728077 4728006.642816368)",29,3.4098461869628482,-0.2784842113474131,-0.4793710147594825
2022,,112.0,,,0,2.818144201357037,"LINESTRING (691333.1255098868 4727922.986572016, 691335.2008395173 4727924.893124838)",112,3.2018055442639075,-0.3836613429068705,-0.6604185076898821
2022,,113.0,,,0,3.170966062915733,"LINESTRING (691294.0606218573 4727824.500678046, 691296.8617819591 4727825.986789702)",113,3.2950382753321823,-0.12407221241644928,-0.21357269082421843
2022,,114.0,,,0,2.462961224965927,"LINESTRING (691325.7774586771 4727817.574450298, 691327.0434557389 4727815.461767304)",114,2.9244872252758976,-0.4615260003099704,-0.7944514557432949
2022,,115.0,,,0,2.768672309170489,"LINESTRING (691361.3351491761 4727766.415503161, 691359.1702624745 4727764.689579662)",115,2.887418216251443,-0.118745907080954,-0.204404212721846
2022,,116.0,,,0,3.5092827603771988,"LINESTRING (691408.4599665657 4727640.692846478, 691405.1797555 4727641.939955478)",116,3.4101722277639817,0.09911053261321712,0.17060470452624824
2022,,117.0,,,0,3.5775927672528494,"LINESTRING (691412.2362292996 4727629.25437632, 691414.3108441265 4727632.169019236)",117,3.658795865156312,-0.08120309790346258,-0.13977959919255603
2022,,118.0,,,0,5.607849585067497,"LINESTRING (691422.7641815799 4727587.757244861, 691426.7999162136 4727591.650935004)",118,4.254677547115374,1.353172037952123,2.3292934627738706
2022,,119.0,,,0,2.907617151188933,"LINESTRING (691438.517028292 4727565.910069503, 691441.1010841918 4727567.243070855)",119,3.265350256642836,-0.357733105453903,-0.6157867296848872
2022,,120.0,,,0,2.331822429468638,"LINESTRING (691449.6996852536 4727543.793391445, 691450.1848535151 4727541.512600441)",120,2.7273049445885396,-0.39548251511990173,-0.6807669766102191
2022,28.0,,0.0,,1,2.507812343273932,"LINESTRING (691309.1300907544 4728028.684481062, 691311.5905356586 4728029.169593031)",28,2.601220243154323,-0.09340789988039111,-0.16078843226180325
2022,27.0,,0.0,,1,3.3426509035900773,"LINESTRING (691304.7789591525 4728067.2468148675, 691305.970255768 4728070.369974716)",27,2.975706914153799,0.36694398943627826,0.6316419581737827
2022,26.0,,0.0,,1,2.982296383401143,"LINESTRING (691279.8369864043 4728067.330311384, 691277.4997858198 4728069.182765202)",26,2.8046754208842413,0.17762096251690185,0.3057492582157986
2022,25.0,,0.0,,1,3.2631593517674844,"LINESTRING (691263.6486152292 4728059.258548514, 691266.5963946647 4728060.65812179)",25,3.353896927624063,-0.09073757585657871,-0.15619184873974978
2022,24.0,,0.0,,1,4.00912239715747,"LINESTRING (691258.499860044 4728077.050182242, 691259.5438726997 4728080.920983189)",24,4.810743680270182,-0.8016212831127119,-1.379877178958457
2022,23.0,,0.0,,1,3.954690864266633,"LINESTRING (691250.5398235173 4728068.70654394, 691247.9377890353 4728071.684629967)",23,3.4949565894779195,0.45973427478871365,0.791367254749854
2022,22.0,,0.0,,1,3.818802169041968,"LINESTRING (691223.8401179792 4728093.225205156, 691227.541222644 4728094.165989013)",22,3.2376873184502006,0.5811148505917672,1.0003066754562284
2022,21.0,,0.0,,1,2.5935041371472343,"LINESTRING (691212.6863815036 4728109.981433263, 691214.9222981572 4728111.295564317)",21,2.545217525878537,0.04828661126869749,0.08311854281137579
2022,20.0,,0.0,,1,3.46875005307878,"LINESTRING (691211.1818354662 4728124.173624985, 691213.624326265 4728121.710605369)",20,3.2969385914386646,0.1718114616401154,0.2957490276207614
2022,19.0,,0.0,,1,3.150385344474903,"LINESTRING (691216.6884701122 4728133.573534353, 691217.9406559464 4728136.464374794)",19,2.9164042023253622,0.23398114214954058,0.402765302219888
2022,18.0,,0.0,,1,2.887735354482285,"LINESTRING (691211.1767507652 4728159.0743964845, 691212.0193349231 4728156.312319836)",18,2.6633079140199083,0.22442744046237673,0.3863199617450135
2022,17.0,,0.0,,1,2.554558742429738,"LINESTRING (691207.9914443718 4728170.862807239, 691208.298534623 4728173.398840746)",17,2.559686771924697,-0.005128029494959385,-0.00882717440540484
2022,16.0,,0.0,,1,2.532974703752067,"LINESTRING (691202.4452673467 4728191.926577569, 691203.9921739987 4728193.932329463)",16,2.4638359969453005,0.06913870680676659,0.11901246351008228
2022,15.0,,0.0,,1,3.0795582220190543,"LINESTRING (691185.569230974 4728205.347193381, 691188.5291250979 4728204.497072438)",15,3.036451089112392,0.04310713290666213,0.07420280648894483
2022,14.0,,0.0,,1,1.771895421502982,"LINESTRING (691200.702665162 4728218.519250471, 691199.2790345154 4728217.464314849)",14,2.591037980268926,-0.819142558765944,-1.410037566325238
2022,13.0,,0.0,,1,2.73450822735867,"LINESTRING (691205.9270042282 4728213.21042567, 691206.9869934239 4728210.689719787)",13,2.6028424599492186,0.13166576740945146,0.22664391717854226
2022,12.0,,0.0,,1,2.4020798592642376,"LINESTRING (691234.724315826 4728206.911765093, 691235.7838681119 4728204.755996876)",12,2.4127412275126994,-0.010661368248461756,-0.01835203113046112
2022,29.0,,0.0,,1,3.325416801428454,"LINESTRING (691327.2037419613 4728004.1322296895, 691329.2133430291 4728006.781739163)",29,3.4098461869628482,-0.08442938553439427,-0.14533319509683623
2022,,105.0,,,0,2.3492631741302903,"LINESTRING (691226.7878171386 4728290.212264768, 691229.1369628584 4728290.235756225)",105,2.811692548250398,-0.46242937412010754,-0.7960064854448975
2022,,106.0,,,0,3.396565201516521,"LINESTRING (691225.6475471003 4728254.18351711, 691228.2533558924 4728256.362144133)",106,3.443637190937687,-0.04707198942116575,-0.08102774382215067
2022,,107.0,,,0,2.5769601984897053,"LINESTRING (691221.2982397873 4728247.051777983, 691222.6453473597 4728244.854956403)",107,2.674605019496263,-0.09764482100655769,-0.1680816901807328
2022,,108.0,,,0,2.050436266032245,"LINESTRING (691246.7561037132 4728234.564290436, 691248.481176917 4728235.672627624)",108,2.523238418986728,-0.472802152954483,-0.8138617508893974
2022,,109.0,,,0,2.4193723164043988,"LINESTRING (691228.1134144055 4728076.9897891255, 691227.3264719615 4728074.701977071)",109,2.7996234692443984,-0.38025115283999966,-0.6545483498630917
2022,,110.0,,,0,3.770268347155688,"LINESTRING (691313.9050332468 4728051.5966022285, 691317.3057872939 4728053.22442142)",110,4.226819877321871,-0.4565515301661831,-0.7858886119498161
2022,,111.0,,,0,3.17240564059099,"LINESTRING (691312.2567542528 4728018.132624975, 691314.9975107025 4728019.730251851)",111,3.4783169797832576,-0.30591133919226765,-0.5265829196761457
2023,30.0,,0.0,,1,2.257885193168918,"LINESTRING (691326.0754643711 4727986.627497943, 691327.1429643497 4727984.637902672)",30,3.5815728201279238,-1.3236876269590057,-2.2785402371278964
2023,31.0,,0.0,,1,2.7915010795691138,"LINESTRING (691327.6806970837 4727952.246446182, 691329.1507785594 4727949.873401991)",31,2.6691952419383336,0.12230583763078018,0.21053212752134798
2023,32.0,,0.0,,1,2.94383347082446,"LINESTRING (691314.7342682006 4727937.64358168, 691316.8566274001 4727935.603545668)",32,2.7562854280853446,0.1875480427391154,0.3228373168051766
2023,33.0,,0.0,,1,1.5810642906565513,"LINESTRING (691312.8409439706 4727900.268018027, 691314.0633055521 4727899.265223703)",33,2.0301956386901097,-0.44913134803355836,-0.7731158223492628
2023,34.0,,0.0,,1,2.5101930168089868,"LINESTRING (691296.8476539861 4727887.699792501, 691296.6604707387 4727885.196588271)",34,2.7335056285745742,-0.22331261176558748,-0.3844009424904671
2023,35.0,,0.0,,1,3.5456024353547537,"LINESTRING (691267.747200835 4727889.19337962, 691268.4822026264 4727885.7247964805)",35,3.2267558120805155,0.3188466232742382,0.5488491739337015
2023,36.0,,0.0,,1,2.525785417173185,"LINESTRING (691268.762280562 4727871.921063173, 691269.5024582907 4727874.335960459)",36,3.042126293769252,-0.5163408765960673,-0.8888074795266371
2023,37.0,,0.0,,1,3.000429777568996,"LINESTRING (691277.5373144386 4727853.829682395, 691280.4351142967 4727853.051649727)",37,3.224996856679578,-0.22456707911058205,-0.38656032984403765
2023,38.0,,0.0,,1,4.288925528235757,"LINESTRING (691277.7422663157 4727830.933653102, 691281.7259702242 4727832.522673353)",38,3.464170103618243,0.8247554246175142,1.419699317653824
2023,39.0,,0.0,,1,2.9848853291973154,"LINESTRING (691320.5994068179 4727827.776961349, 691319.901126587 4727830.679020126)",39,2.840052300169763,0.14483302902755257,0.24930948781514253
2023,40.0,,0.0,,1,2.6258254304398547,"LINESTRING (691316.8129147917 4727789.100554934, 691319.3619944218 4727789.730755085)",40,2.75798144313775,-0.13215601269789534,-0.22748780480960518
2023,999.0,,0.0,Old beaver Dam,1,4.059612204462618,"LINESTRING (691332.4086860523 4727774.756811287, 691331.783208178 4727778.767949365)",999,3.6642910656946635,0.3953211387679545,0.6804891901417625
2023,41.0,,0.0,,1,2.7838249470383167,"LINESTRING (691375.2641770821 4727732.321855793, 691374.6875290042 4727735.045301832)",41,3.1983083954212503,-0.4144834483829336,-0.7134743843860726
2023,42.0,,0.0,,1,2.014403964100936,"LINESTRING (691383.2399052808 4727714.17162335, 691384.9615460166 4727715.217461056)",42,2.832590001453111,-0.818186037352175,-1.408391050572912
2023,43.0,,0.0,,1,2.9022454518070395,"LINESTRING (691410.9705454623 4727717.591069526, 691412.6889004104 4727719.929933553)",43,2.8651760838974636,0.037069367909575934,0.06380965163277319
2023,44.0,,0.0,,1,2.689599693986044,"LINESTRING (691404.4350091876 4727692.029488742, 691405.9395789473 4727694.258886946)",44,2.948239979393478,-0.2586402854074339,-0.44521251482645496
2023,45.0,,0.0,,1,3.293454724843688,"LINESTRING (691411.2619138283 4727678.654502291, 691414.5441164688 4727678.382491535)",45,3.4681984416220657,-0.17474371677837786,-0.3007964883524185
2023,46.0,,0.0,,1,3.622141396442896,"LINESTRING (691414.2121265179 4727661.416700386, 691417.6028854781 4727660.142862889)",46,3.408247584116311,0.21389381232658478,0.368187817074685
2023,,112.0,,,0,3.469533346670492,"LINESTRING (691332.5980961146 4727922.502050327, 691335.1531198615 4727924.849285998)",112,3.2018055442639075,0.26772780240658456,0.4608553845764113
2023,,113.0,,,0,3.3481170976835144,"LINESTRING (691294.0211026162 4727824.479711731, 691296.9787539578 4727826.048847366)",113,3.2950382753321823,0.0530788223513321,0.09136765351861924
2023,,114.0,,,0,2.89088595089856,"LINESTRING (691325.7987187055 4727817.53897178, 691327.2846751558 4727815.059222799)",114,2.9244872252758976,-0.03360127437733773,-0.057839821214790074
2023,,115.0,,,0,3.03687570254463,"LINESTRING (691361.6329188831 4727766.652895601, 691359.2583179597 4727764.759780578)",115,2.887418216251443,0.149457486293187,0.257269834153677
2023,,116.0,,,0,3.404330746887277,"LINESTRING (691408.5566639238 4727640.656082946, 691405.3745540312 4727641.865894694)",116,3.4101722277639817,-0.005841480876704441,-0.010055279622551327
2023,,117.0,,,0,3.848056229417843,"LINESTRING (691412.1642315418 4727629.153226096, 691414.3956857702 4727632.2882139385)",117,3.658795865156312,0.18926036426153114,0.3257848350929223
2023,,118.0,,,0,4.529319694834652,"LINESTRING (691423.7287847986 4727588.687897242, 691426.9883466117 4727591.832733276)",118,4.254677547115374,0.27464214771927775,0.4727574479390207
2023,,119.0,,,0,3.374023310354641,"LINESTRING (691438.3972505555 4727565.8482814105, 691441.3958106779 4727567.395107351)",119,3.265350256642836,0.1086730537118048,0.1870652263652057
2023,,120.0,,,0,2.314118420825644,"LINESTRING (691449.7090177038 4727543.749519308, 691450.1905023988 4727541.486044865)",120,2.7273049445885396,-0.4131865237628958,-0.7112419128640209
2023,28.0,,0.0,,1,1.9329419322757944,"LINESTRING (691310.3705290598 4728028.929051248, 691312.2669616778 4728029.302960113)",28,2.601220243154323,-0.6682783108785286,-1.15034619189936
2023,27.0,,0.0,,1,3.192327895236511,"LINESTRING (691304.9062474943 4728067.580520037, 691306.0439700765 4728070.563227652)",27,2.975706914153799,0.21662098108271177,0.37288225072936015
2023,26.0,,0.0,,1,2.997424496684865,"LINESTRING (691279.9982184113 4728067.202519679, 691277.6491620517 4728069.064370327)",26,2.8046754208842413,0.19274907580062361,0.3317901564811842
2023,25.0,,0.0,,1,3.907414809474703,"LINESTRING (691263.5006967831 4728059.188318461, 691267.0304652617 4728060.864213739)",25,3.353896927624063,0.5535178818506399,0.9528024135603312
2023,24.0,,0.0,,1,5.751118990409982,"LINESTRING (691257.8619317582 4728074.684987338, 691259.3595764834 4728080.237683073)",24,4.810743680270182,0.9403753101398005,1.6187225282732953
2023,23.0,,0.0,,1,4.009653185491425,"LINESTRING (691250.9428365371 4728068.245286623, 691248.304638962 4728071.264762111)",23,3.4949565894779195,0.5146965960135055,0.8859770840525156
2023,22.0,,0.0,,1,3.3511615002555444,"LINESTRING (691223.9876917312 4728093.26271693, 691227.23556866 4728094.088294823)",22,3.2376873184502006,0.11347418180534374,0.19532968644017507
2023,21.0,,0.0,,1,3.004122029495645,"LINESTRING (691212.213042296 4728109.703234274, 691214.8029616174 4728111.2254258115)",21,2.545217525878537,0.45890450361710844,0.7899389215361827
2023,20.0,,0.0,,1,2.764802875710989,"LINESTRING (691211.8078436289 4728123.542355305, 691213.7546560199 4728121.579180209)",20,3.2969385914386646,-0.5321357157276756,-0.9159960516393885
2023,19.0,,0.0,,1,3.3130535145083364,"LINESTRING (691216.4739704282 4728133.078332806, 691217.7908120919 4728136.118439979)",19,2.9164042023253622,0.39664931218297417,0.6827754520258887
2023,18.0,,0.0,,1,2.554861946040522,"LINESTRING (691211.3911082534 4728158.3717108155, 691212.1365665233 4728155.928022715)",18,2.6633079140199083,-0.1084459679793861,-0.1866743305314338
2023,17.0,,0.0,,1,2.6441603125664432,"LINESTRING (691207.88588509 4728169.991070431, 691208.2037465825 4728172.616055732)",17,2.559686771924697,0.08447354064174606,0.14540920184248124
2023,16.0,,0.0,,1,1.766861550668979,"LINESTRING (691202.1236777095 4728191.509597641, 691203.2027133122 4728192.908698034)",16,2.4638359969453005,-0.6969744462763214,-1.1997425130723205
2023,15.0,,0.0,,1,3.0967081019730216,"LINESTRING (691185.442726539 4728205.383527136, 691188.4191041405 4728204.528671919)",15,3.036451089112392,0.060257012860629455,0.10372388891139
2023,14.0,,0.0,,1,2.4181335749555832,"LINESTRING (691200.4336245987 4728218.31988663, 691198.490773445 4728216.880199379)",14,2.591037980268926,-0.17290440531334283,-0.29763037491573024
2023,13.0,,0.0,,1,3.2402833205090324,"LINESTRING (691205.9693076017 4728213.10982619, 691207.2253525738 4728210.122890131)",13,2.6028424599492186,0.6374408605598139,1.097263901236081
2023,12.0,,0.0,,1,1.9886373826750137,"LINESTRING (691234.8352786337 4728206.685999836, 691235.7124623281 4728204.901279296)",12,2.4127412275126994,-0.4241038448376857,-0.7300345304302224
2023,29.0,,0.0,,1,2.9086840242472456,"LINESTRING (691327.5809788759 4728004.629588491, 691329.3387418482 4728006.947068175)",29,3.4098461869628482,-0.5011621627156027,-0.862679479521118
2023,1.0,,0.0,,1,2.4099864868560927,"LINESTRING (691227.6715846382 4728389.240739969, 691227.2951249804 4728391.621141824)",1,2.560644354487991,-0.15065786763189815,-0.2593361201296473
2023,2.0,,0.0,,1,3.42935440551439,"LINESTRING (691243.076845781 4728396.105279677, 691240.1036772385 4728397.814297072)",2,2.8648287410157827,0.5645256644986074,0.9717507478758631
2023,3.0,,0.0,,1,3.014994574452449,"LINESTRING (691263.8822661208 4728393.7023965875, 691266.87890116 4728393.3701756885)",3,2.9869312550331526,0.028063319419296295,0.04830701834929186
2023,5.0,,0.0,,1,3.0227705827053484,"LINESTRING (691251.5122867614 4728383.730264576, 691254.44741999 4728383.007675532)",5,2.698727093340843,0.32404348936450544,0.5577948407605821
2023,6.0,,0.0,,1,5.110274188632592,"LINESTRING (691255.3487941952 4728355.111121596, 691259.6261939147 4728357.90732508)",6,3.686231545938017,1.424042642694575,2.451287142586566
2023,7.0,,0.0,,1,2.491281285854351,"LINESTRING (691272.3077662335 4728357.270454223, 691274.2805914896 4728358.791783561)",7,2.4390874103657474,0.05219387548860377,0.08984434318967179
2023,4.0,,0.0,,1,4.810908473726348,"LINESTRING (691258.9012481509 4728394.683691629, 691257.8577610803 4728389.987312697)",4,3.9400494666646155,0.8708590070617328,1.4990600864148278
2023,8.0,,0.0,,1,2.696990434876239,"LINESTRING (691259.6101532198 4728339.320057696, 691257.5133348124 4728337.623853117)",8,2.6626120979019117,0.03437833697432735,0.059177424103830895
2023,9.0,,0.0,,1,3.705335807533552,"LINESTRING (691244.2622115511 4728329.323994824, 691247.5626054591 4728327.639680869)",9,3.6136405801715914,0.09169522736196045,0.15784030978427233
2023,10.0,,0.0,,1,3.163238436761989,"LINESTRING (691250.0306518757 4728313.797813045, 691252.9837510687 4728314.931516076)",10,2.789363101396759,0.3738753353652302,0.6435732856825641
2023,,101.0,,Ref 1,0,2.794383976432048,"LINESTRING (691204.288802024 4728400.527592357, 691206.8591972849 4728399.431394378)",101,2.971511294871477,-0.17712731843942908,-0.3048995200521764
2023,,102.0,,Ref 2,0,2.494808599573741,"LINESTRING (691195.513134121 4728441.8992610015, 691197.2772301995 4728440.135164923)",102,2.690345516718567,-0.19553691714482602,-0.33658902937847585
2023,,103.0,,Ref 3,0,2.2383983158972893,"LINESTRING (691215.6593362503 4728399.67769595, 691217.8330276461 4728399.143380746)",103,2.4896350601009245,-0.2512367442036352,-0.43246837022124734
2023,,104.0,,Ref 4,0,3.2960426009608472,"LINESTRING (691246.8771668078 4728411.958610985, 691249.9808488997 4728410.849082122)",104,3.2840923128100816,0.011950288150765598,0.020570723667900102
2023,,105.0,,,0,2.8748743897907856,"LINESTRING (691225.5957133657 4728290.200343731, 691228.4704440226 4728290.229091037)",105,2.811692548250398,0.06318184154038775,0.10875856604956448
2023,,106.0,,,0,3.972431069746081,"LINESTRING (691224.7824625741 4728253.460249719, 691227.8300695516 4728256.008248996)",106,3.443637190937687,0.5287938788083943,0.9102435540474942
2023,,107.0,,,0,2.4772290414962024,"LINESTRING (691221.4102779005 4728246.869069676, 691222.7052509476 4728244.757267476)",107,2.674605019496263,-0.19737597800006057,-0.3397547114259885
2023,,108.0,,,0,2.477583954396543,"LINESTRING (691245.9694656876 4728234.0588856945, 691248.0539068189 4728235.398112121)",108,2.523238418986728,-0.04565446459018485,-0.07858767616665846
2023,,109.0,,,0,2.5510205130040555,"LINESTRING (691227.950822135 4728076.517098195, 691227.1210588514 4728074.10479669)",109,2.7996234692443984,-0.2486029562403429,-0.4279346783379051
2023,,110.0,,,0,5.022742918963594,"LINESTRING (691313.3379668692 4728051.325167858, 691317.8684436779 4728053.493744884)",110,4.226819877321871,0.7959230416417231,1.370068465627543
2023,,111.0,,,0,3.586059238687469,"LINESTRING (691312.7145845786 4728018.399500945, 691315.8127113952 4728020.205444214)",111,3.4783169797832576,0.10774225890421141,0.18546299531127974
